timestamp,aco_center_lat,aco_center_lon,aco_area_km2
2025-12-15 20:39:00,-8.036202556282896,113.37089147690618,742.41
2025-12-15 20:39:00,-8.036202556282896,113.37089147690618,742.41
2025-12-15 20:39:00,-8.038750595503798,113.40281147515311,742.41
2025-12-15 20:39:00,-8.02776501747557,113.25580616908636,599.59
2025-12-15 20:39:00,-8.027342411108695,113.27680553664024,580.44
2025-12-15 20:39:00,-8.027342411108695,113.27680553664024,580.44
2025-12-15 20:39:00,-8.027342411108695,113.27680553664024,580.44
2025-12-15 20:39:00,-8.036202556282896,113.37089147690618,742.41
2025-12-15 20:39:00,-8.02814049222511,113.26038895077014,601.67
2025-12-15 20:39:00,-8.02776501747557,113.25580616908636,599.59
2025-12-15 20:39:00,-8.027262141416177,113.26255049192356,625.3
2025-12-15 20:39:00,-8.027342411108695,113.27680553664024,580.44
2025-12-15 20:39:00,-8.027342411108695,113.27680553664024,580.44
2025-12-15 20:39:00,-8.027342411108695,113.27680553664024,580.44
2025-12-15 20:39:00,-8.036202556282896,113.37089147690618,742.41
2025-12-15 20:39:00,-8.027262141416177,113.26255049192356,625.3
2025-12-15 20:39:00,-8.027342411108695,113.27680553664024,580.44
2025-12-15 20:39:00,-8.036202556282896,113.37089147690618,742.41
2025-12-15 20:39:00,-8.027262141416177,113.26255049192356,625.3
2025-12-15 20:39:00,-8.027342411108695,113.27680553664024,580.44
2025-12-15 20:39:00,-8.027342411108695,113.27680553664024,580.44
2025-12-15 20:39:00,-8.036202556282896,113.37089147690618,742.41
2025-12-15 20:39:00,-8.036202556282896,113.37089147690618,742.41
2025-12-15 20:39:00,-8.036202556282896,113.37089147690618,742.41
2025-12-15 20:39:00,-8.027262141416177,113.26255049192356,625.3
2025-12-15 20:39:00,-8.036202556282896,113.37089147690618,742.41
2025-12-15 20:39:00,-8.036202556282896,113.37089147690618,742.41
