Tanggal,Lintang,Bujur,Magnitudo,Kedalaman (km),Lokasi,Keterangan,Sumber,Acquired_Date,Nama,EQ_Lintang,EQ_Bujur,VRP_Max,MSI_summit (W),MSI_total (W),Magnitudo_Original,Kedalaman_Original,isVulkanik,isTektonik,seismic_energy_log10,R1_final,R2_final,R3_final,AreaTerdampak_km2,tfe_doy_sin,tfe_doy_cos,tfe_weekday_sin,Intensity,cluster_id,time_since_last_event_days,OLI_total (W),Magnitudo_scaled,Kedalaman (km)_scaled,seismic_energy_log10_scaled,time_since_last_event_days_scaled,impact_level,Magnitudo_lag1,Magnitudo_lag3,Magnitudo_roll_mean3,Magnitudo_roll_std3,Magnitudo_roll_mean7,Magnitudo_roll_std7,VRP_Max_lag1,VRP_Max_lag3,VRP_Max_roll_mean3,VRP_Max_roll_std3,VRP_Max_roll_mean7,VRP_Max_roll_std7,R3_final_lag1,R3_final_lag3,R3_final_roll_mean3,R3_final_roll_std3,R3_final_roll_mean7,R3_final_roll_std7,seismic_energy_log10_lag1,seismic_energy_log10_lag3,seismic_energy_log10_roll_mean3,seismic_energy_log10_roll_std3,seismic_energy_log10_roll_mean7,seismic_energy_log10_roll_std7,PheromoneScore,Pheromone_Score,Risk_Index,Status_Zona,Radius_Visual_KM,PheromoneScore_lag1,PheromoneScore_lag3,PheromoneScore_roll_mean3,PheromoneScore_roll_std3,PheromoneScore_roll_mean7,PheromoneScore_roll_std7,lstm_prediction,prediction_sigma,prediction_error,anomaly_score
2025-12-15 20:39:00,-7.96,114.15,2.5,10.0,,"6 kali gempa Hembusan
3 kali gempa Tektonik Lokal
8 kali gempa Tektonik Jauh
1 kali gempa Tremor Menerus",VolcanoDiscovery,2025-12-15 20:39:00,Raung,-7.96,114.15,0.0,,0.0,2.5,10.0,1,1,8.55,9.69,21.318,38.76,4719.732767371721,-0.27591294500296043,0.9611826292540837,0.0,25.0,0,0.37777777777777777,0.0,0.7499999999999997,-1.0,0.7500000000000011,-0.5950334821428576,Sedang,2.6,2.3,2.4333333333333336,0.20816659994661318,2.414285714285714,0.36253078686998624,0.0,0.0,0.0,0.0,0.0,0.0,38.434666666666665,42.57066666666667,37.14967125803489,2.5126951460964424,38.78574637977977,5.341994861769695,8.7,8.25,8.450000000000001,0.3122498999199206,8.421428571428573,0.5437961803049799,0.5,0.5,50.0,Aman,4.113694388544492,0.5,0.5,0.5,0.0,0.5,0.0,,,,0.0
