Waktu,ACO_Pusat_Lat,ACO_Pusat_Lon,ACO_Area,GA_Sudut,GA_Arah,GA_Arah_Jarak,Anomali
2022-02-04 03:40:00,-7.891019324073403,112.2515243296851,89.77850544455092,130,Tenggara,10.57776220810905,Normal
2022-02-04 04:58:00,-7.993411853462411,112.912157511184,45.70559478445291,171,Selatan,13.2125034604218,Normal
2022-02-08 10:32:00,-7.984972858877901,112.3053919701103,99.47601508927877,354,Utara,9.805346227057822,Normal
2022-02-08 16:39:00,-7.883216115225961,112.968124654109,110.30975805284557,191,Selatan,10.08460064010409,Normal
2022-02-08 17:55:00,-7.996895137026614,112.9748978905037,153.38327400058142,196,Selatan,13.26739605333216,Normal
2022-02-08 19:32:00,-8.054471628647649,114.2337068941313,32.21575887985797,148,Tenggara,6.030090461371637,Normal
2022-02-09 08:47:00,-8.007022823409374,114.2648785426929,293.5012186702632,209,Barat Daya,9.433679811654054,Normal
2022-02-09 11:02:00,-8.056279965885585,114.2463168959872,109.80820036389879,299,Barat Laut,7.5529284373972,Normal
2022-02-09 13:40:00,-7.976324463047001,112.317223945895,47.177546754223485,341,Utara,9.874914905083067,Normal
2022-02-09 15:54:00,-8.142919456326107,113.9931039878811,164.85189221510865,68,Timur,8.508908875921023,Normal
2022-02-10 01:42:00,-8.137538522924284,114.0223271833387,90.06174133412134,56,Timur Laut,6.540524705043735,Normal
2022-02-10 20:02:00,-7.903292362021368,113.0180574380883,78.67809963088119,237,Barat Daya,10.70821326693753,Normal
2022-02-11 11:06:00,-8.135846695743865,112.9183339579771,68.3939140035319,3,Utara,7.993200522821823,Normal
2022-02-12 12:16:00,-7.931789743513793,112.8807586637624,252.95437971828898,99,Timur,10.85554649381654,Normal
2022-02-12 14:08:00,-7.914127649889582,112.909311137008,48.27752386354127,123,Tenggara,9.639608657367681,Normal
2022-02-13 16:41:00,-8.105258046029785,114.0236255910996,28.274333882308138,124,Tenggara,7.741025266212147,Normal
2022-02-13 23:01:00,-8.134164259956174,112.912261853561,241.16288128193932,40,Timur Laut,8.304021247770443,Normal
2022-02-14 16:44:00,-8.079660973766108,112.9880128014212,215.49371009771693,248,Barat,9.80572279305155,Normal
2022-02-14 18:34:00,-8.135995669935351,113.9820777030959,257.32846322203306,80,Timur,9.311446134310955,Normal
2022-02-15 17:30:00,-7.994628498714133,114.1748529965384,542.2509836722329,135,Tenggara,11.30447199657649,Normal
2022-02-15 17:40:00,-7.95768126814787,112.9538660004974,28.274333882308138,180,Selatan,13.94762410264325,Normal
2022-02-15 19:53:00,-8.057341876880054,114.2210048401417,81.03417779050585,128,Tenggara,6.138457564404227,Normal
2022-02-16 09:35:00,-8.102620568738185,114.2708452468116,236.5371364819883,314,Barat Laut,9.163026846834486,Normal
2022-02-16 22:27:00,-8.046517646604613,114.2087651609963,398.531090062426,126,Tenggara,7.448118908899581,Normal
2022-02-17 19:09:00,-7.944674340229097,112.9005505902941,262.5543553700852,91,Timur,8.921292299267188,Normal
2022-02-18 02:15:00,-7.968094587108305,112.3739132703925,94.77676112688093,299,Barat Laut,11.43828623778821,Normal
2022-02-18 09:05:00,-7.920692724552178,112.9535372992365,28.65197280806912,201,Selatan,8.380221211820558,Normal
2022-02-19 06:31:00,-8.001036805968232,112.2431803502356,250.7106576811728,30,Timur Laut,12.0663263276816,Normal
2022-02-21 13:36:00,-8.126743817218347,114.0510146530063,31.042263722480655,262,Barat,5.640997002037707,Normal
2022-02-22 03:16:00,-8.079027027940375,114.0633418677963,252.4716289618675,219,Barat Daya,9.13077293252067,Normal
2022-02-22 13:21:00,-7.996588243348809,114.2026528240039,168.2539503455748,149,Tenggara,10.17304706943067,Normal
2022-02-22 17:37:00,-7.947537449292423,112.9347917217224,28.274333882308138,77,Timur,5.908092392124971,Normal
2022-02-23 00:24:00,-7.939264456917675,112.3207743468391,28.274333882308138,328,Barat Laut,7.766910356245059,Normal
2022-02-23 13:18:00,-8.03388178310499,114.2006870637615,32.57132589555807,129,Tenggara,8.873016345408972,Normal
2022-02-23 20:46:00,-8.168307356009775,114.0287955023706,321.22412279758953,15,Utara,7.984325750004619,Normal
2022-02-24 01:05:00,-8.080753616537486,112.9888957940171,202.12811550838782,249,Barat,9.646843199784016,Normal
2022-02-24 23:32:00,-8.085469760127644,112.8883304013665,59.9642191940897,131,Tenggara,8.19478818292858,Normal
2022-02-25 04:36:00,-8.06949530598206,112.8819428067522,51.04742408245654,141,Tenggara,9.56164883528067,Normal
2022-02-25 20:30:00,-7.998495070497562,112.3798046953415,32.630563936090255,315,Barat Laut,12.6151402259416,Normal
2022-02-26 17:20:00,-7.997576445514925,112.3385832994715,28.274333882308138,330,Barat Laut,11.22197010179409,Normal
2022-02-27 10:34:00,-7.940935866791996,112.26909305415,28.274333882308138,57,Timur Laut,9.616544543432836,Normal
2022-02-28 01:37:00,-8.169538570594405,112.9336129723809,100.54811274291905,343,Utara,9.694558760733058,Normal
2022-03-03 14:55:00,-8.077204330103134,114.2368022853117,28.274333882308138,336,Barat Laut,7.183021412197538,Normal
2022-03-04 20:55:00,-8.091258000767896,112.8871094064781,50.06921230238504,121,Tenggara,8.19259638916487,Normal
2022-03-08 19:10:00,-8.095052704005203,112.9458030657855,143.1148140671859,233,Barat Daya,6.903242820787092,Normal
2022-03-09 13:06:00,-8.097754082592955,112.939410869908,165.42903356770952,232,Barat Daya,6.494936204453097,Normal
2022-03-09 19:19:00,-8.126835988495205,112.9116424967918,40.008362729450255,56,Timur Laut,7.353403686200233,Normal
2022-03-10 01:12:00,-8.137324681393752,114.0389350510227,267.09879697061945,43,Timur Laut,5.697735396972393,Normal
2022-03-10 02:23:00,-8.06109905938964,114.1986593366112,459.3482639247098,88,Timur,7.373685996455598,Normal
2022-03-11 02:13:00,-8.118832171019067,112.9261199800695,28.274333882308138,359,Utara,9.378184436475994,Normal
2022-03-11 09:46:00,-8.128718269272253,112.9179092219772,83.99050774523324,355,Utara,8.581883681185875,Normal
2022-03-11 11:43:00,-8.115964032453027,112.9137611868226,33.65623005235557,59,Timur Laut,6.751564409004812,Normal
2022-03-11 18:07:00,-8.102218676757085,112.9121429791275,214.30028364490818,75,Timur,6.113267533368345,Normal
2022-03-12 02:51:00,-7.951682008622979,112.9546779864826,87.75831159346214,207,Barat Daya,11.05149451542691,Normal
2022-03-12 10:11:00,-8.161151891053962,114.0206328292749,213.23674808420063,28,Timur Laut,7.919620612903891,Normal
2022-03-12 11:44:00,-8.159233256599107,114.0268457541324,50.576982679005205,28,Timur Laut,7.770013874006699,Normal
2022-03-13 05:36:00,-8.110929509896357,114.0450351115597,50.4612534592,232,Barat Daya,6.912822251170132,Normal
2022-03-13 13:08:00,-8.028222707771718,114.218177250649,393.7314957884274,152,Tenggara,7.887755832101908,Normal
2022-03-13 13:56:00,-7.93383314732931,112.252658267829,288.8697221251437,79,Timur,9.943594456085787,Normal
2022-03-15 07:32:00,-8.11690193476015,114.0576849118472,91.08207568718716,250,Barat,6.463528314434162,Normal
2022-03-16 15:13:00,-8.039380171293203,114.173052281363,175.2316757106232,107,Timur,9.80149737739795,Normal
2022-03-16 21:01:00,-7.926276799604771,112.9627405686623,50.32981549214396,212,Barat Daya,8.551477976590835,Normal
2022-03-17 00:16:00,-8.199928092054082,113.9697623132748,132.95617291395266,41,Timur Laut,12.13824728624718,Normal
2022-03-17 04:38:00,-8.099463411525615,112.9352225693756,168.82772867820876,223,Barat Daya,6.058802688394953,Normal
2022-03-18 07:08:00,-8.071190584887121,114.0268589118445,102.80040270484461,171,Selatan,9.096300842170592,Normal
2022-03-18 14:44:00,-8.117566323754614,112.9376967605634,28.274333882308138,349,Utara,10.23387380341663,Normal
2022-03-18 19:45:00,-8.12586077035352,114.0246351021303,39.581479056819326,79,Timur,5.623891605139608,Normal
2022-03-18 19:49:00,-7.918743694714894,112.3046321448058,49.60525565346448,177,Selatan,6.057161092649356,Normal
2022-03-19 07:12:00,-7.931336908205919,112.3046379937753,33.882207900640694,327,Barat Laut,6.617037754911623,Normal
2022-03-19 18:08:00,-8.13590883961665,112.927549493349,236.44415518863775,346,Utara,8.679967156120346,Normal
2022-03-20 16:52:00,-7.975969636710616,112.9672330615077,530.7366934285199,190,Selatan,13.71258034261866,Normal
2022-03-21 04:23:00,-8.104515407316889,114.0774670981173,614.5481254082016,239,Barat Daya,8.838436627652165,Normal
2022-03-22 23:48:00,-8.062617839592606,112.9515150942091,75.91203693218652,5,Utara,13.0076461110947,Normal
2022-03-23 01:18:00,-8.123650695973495,112.8641708202764,122.48690417183313,79,Timur,9.810164024442994,Normal
2022-03-23 04:04:00,-7.96031860465994,112.9843067309419,396.2243784148493,195,Selatan,12.54264506197413,Normal
2022-03-24 05:34:00,-8.093702419968643,112.8732343351653,230.91335950304855,96,Timur,9.22917295936669,Normal
2022-03-24 20:52:00,-8.049483496796121,114.1797553062567,45.432164841235675,97,Timur,9.152024636667353,Normal
2022-03-25 07:02:00,-8.199881947432917,114.0539043911107,28.274333882308138,345,Utara,10.8362211001186,Normal
2022-03-25 21:24:00,-8.095076691014098,112.9442914601688,470.2869190906402,232,Barat Daya,6.777696244783865,Normal
2022-03-26 12:43:00,-8.099602976153362,112.9568998125495,375.0732179280457,245,Barat Daya,7.815654847952214,Normal
2022-03-26 18:59:00,-7.939647870619711,112.9992206788084,54.83760579529038,264,Barat,7.86181858226125,Normal
2022-03-27 19:18:00,-7.972890678389247,112.3608568108469,41.99941481448462,313,Barat Laut,11.24752416484093,Normal
2022-03-28 19:36:00,-8.123339299651317,114.0599104923508,66.2399291286927,254,Barat,6.374003694672421,Normal
2022-03-29 03:07:00,-8.079485607692854,112.8594129070593,325.16361105540875,119,Tenggara,10.32523479085287,Normal
2022-03-29 06:36:00,-8.017506284888269,114.2190344401308,202.3941295746777,157,Tenggara,8.53971910133718,Normal
2022-03-29 19:32:00,-7.920819035232515,112.3698585318571,238.79210656109822,264,Barat,10.27952371375999,Normal
2022-03-30 02:27:00,-8.030343831438692,114.2693036580843,253.78327828512275,229,Barat Daya,8.06003957839765,Normal
2022-03-30 12:58:00,-8.084382694769747,114.0413634547652,490.4497704730532,199,Selatan,8.432052047876631,Normal
2022-03-31 01:55:00,-8.123747172780687,112.9168529082513,189.08750245985513,354,Utara,8.966825909716936,Normal
2022-04-01 03:51:00,-8.120653112817681,114.0430431181575,104.12524764725661,244,Barat Daya,5.754466491700619,Normal
2022-04-01 08:46:00,-7.958621833813705,112.9541846582303,28.274333882308138,181,Selatan,13.88455779193111,Normal
2022-04-02 16:58:00,-7.990948064559925,112.3206869453204,135.371531565216,337,Barat Laut,10.73110901676824,Normal
2022-04-02 17:36:00,-8.154802943333983,112.9372870784181,46.210951444506236,340,Utara,8.669246808467383,Normal
2022-04-02 20:59:00,-8.155482917052746,114.0080310682442,77.14688022748942,43,Timur Laut,8.370832966033788,Normal
2022-04-03 20:07:00,-8.08663710886625,112.9748634504888,94.30025501495942,246,Barat Daya,9.0667746760302,Normal
2022-04-04 01:51:00,-7.870306314721015,113.0166645984875,50.05276752962967,213,Barat Daya,12.02005456430857,Normal
2022-04-04 05:30:00,-8.06026167336589,114.0313091168393,268.28983747660914,169,Selatan,9.474816050258132,Normal
2022-04-05 06:29:00,-7.877261806038777,112.9863531585974,31.268946729005506,200,Selatan,10.53553574239647,Normal
2022-04-05 18:14:00,-8.067828385683416,113.9868244594997,183.09742613125087,142,Tenggara,10.27711835259009,Normal
2022-04-05 21:49:00,-8.014440878093627,114.2205191558045,64.18401201074641,160,Selatan,8.695316761857391,Normal
2022-04-06 01:06:00,-8.117629747032133,114.0841946683404,119.56925200109815,264,Barat,8.424776494748805,Normal
2022-04-06 01:52:00,-8.051776300168694,114.2739157537592,87.9755346445851,249,Barat,7.438160157770055,Normal
2022-04-06 21:44:00,-8.14106473611579,112.8613140495551,65.92613651535052,63,Timur Laut,10.66959225758875,Normal
2022-04-07 18:53:00,-7.860213556390638,112.2786635463538,137.55536993425437,159,Selatan,10.65795480399246,Normal
2022-04-07 20:14:00,-7.915206871235005,112.378159646595,110.30975805284557,260,Barat,11.0077160581783,Normal
2022-04-08 10:47:00,-7.982819609687915,112.9834356040801,101.76495334126972,198,Selatan,13.30940719621915,Normal
2022-04-10 16:51:00,-8.073974807211206,112.859493974416,291.24811141692936,123,Tenggara,10.23963249090906,Normal
2022-04-11 05:21:00,-8.105489851269471,114.2666786059888,59.0317077898745,323,Barat Laut,9.133395617892035,Normal
2022-04-11 16:11:00,-8.19610872424601,114.0081433673354,99.94754237404297,22,Utara,10.94567399651041,Normal
2022-04-12 22:12:00,-8.06947248405143,112.8736233782272,44.300152426204065,136,Tenggara,9.863640577526942,Normal
2022-04-12 22:12:00,-8.06947248405143,112.8736233782272,44.300152426204065,136,Tenggara,9.863640577526942,Normal
2022-04-12 23:04:00,-7.940487194701836,112.3123922511462,28.274333882308138,341,Utara,6.444524616765543,Normal
2022-04-12 23:20:00,-7.944606552034854,112.3641714778499,50.955223967962745,287,Barat,10.3672837114629,Normal
2022-04-13 11:34:00,-7.93741333819136,112.3800551721427,40.954298984182785,277,Barat,10.99054244613445,Normal
2022-04-14 01:23:00,-7.882979364203883,112.3709399254636,46.78181628201906,236,Barat Daya,10.97356352165107,Normal
2022-04-14 01:39:00,-7.982407376889055,112.9421218090306,352.96351476337543,180,Selatan,13.67115221984507,Normal
2022-04-14 08:06:00,-7.932226663650177,112.2931284666127,36.20988444117515,50,Timur Laut,7.855831651110012,Normal
2022-04-14 11:27:00,-7.921248434249693,112.9589013354087,29.879203489131033,209,Barat Daya,8.595676519815703,Normal
2022-04-14 13:15:00,-7.919528630275589,112.2927002481064,28.274333882308138,153,Tenggara,6.512071974578477,Normal
2022-04-14 13:55:00,-8.159199015498785,113.98672039976,138.63352881563011,54,Timur Laut,9.794995210846142,Normal
2022-04-14 14:19:00,-8.14660505155383,112.9868570482457,52.43290370561793,300,Barat Laut,10.42899776269739,Normal
2022-04-15 16:10:00,-7.945641798728021,112.3221792837897,137.20033316758483,329,Barat Laut,8.160471508762566,Normal
2022-04-16 12:54:00,-7.966616443753786,112.9799473665104,430.3915923287397,193,Selatan,12.59293791547064,Normal
2022-04-18 10:48:00,-8.110109207802482,114.0128547671533,69.48685178824212,128,Tenggara,7.886391709176223,Normal
2022-04-18 16:09:00,-8.08105553146382,114.1090817447866,54.10874109772509,235,Barat Daya,10.78816427364794,Normal
2022-04-19 05:13:00,-7.957886879813556,112.2603029521536,298.091933833139,54,Timur Laut,10.22421973145339,Normal
2022-04-19 19:59:00,-7.901959499088716,112.9935383114962,255.05264863491638,224,Barat Daya,9.697445188322607,Normal
2022-04-20 06:56:00,-8.153533904975493,112.899815019232,29.59989386708196,23,Timur Laut,8.647851235192377,Normal
2022-04-20 09:39:00,-7.941770082579577,112.2807922129151,63.664159818263435,51,Timur Laut,8.623278842996957,Normal
2022-04-20 16:55:00,-7.878805881956137,112.8827934571438,114.45555831218132,133,Tenggara,12.18266025215787,Normal
2022-04-20 20:46:00,-8.119790394494354,114.2846257905039,301.59770490233046,320,Barat Laut,10.47173355998061,Normal
2022-04-20 23:21:00,-8.133602046538906,112.9820565672813,214.05687671558456,291,Barat,9.956547339027548,Normal
2022-04-21 05:04:00,-8.129903140308901,114.0924264717197,298.6568471555684,277,Barat,9.263523576209145,Normal
2022-04-21 17:24:00,-8.103456656257743,112.9279156369138,28.274333882308138,349,Utara,10.65425413305474,Normal
2022-04-22 12:32:00,-7.898059352183734,112.3180956238197,32.28680869246652,196,Selatan,7.535972178772679,Normal
2022-04-22 13:45:00,-7.960816611236697,112.3707599558378,268.1278040876785,298,Barat Laut,10.88091716214838,Normal
2022-04-23 08:21:00,-7.931380283597336,112.9687023023866,28.274333882308138,225,Barat Daya,7.976374806528449,Normal
2022-04-23 14:47:00,-8.120733248796999,114.0515129338611,28.274333882308138,245,Barat Daya,6.363264945041391,Normal
2022-04-24 04:35:00,-8.065600386898645,114.2251747384028,58.24095212618051,108,Timur,5.191574570844026,Normal
2022-04-24 19:16:00,-8.119272860866339,112.9007911154492,86.3183016623513,60,Timur Laut,7.592590409729557,Normal
2022-04-25 02:12:00,-7.929684183709862,112.9323886466096,28.275602540868373,116,Tenggara,6.945157346817881,Normal
2022-04-25 04:02:00,-7.99834526562185,112.8891771158991,120.50689824572366,160,Selatan,13.23886983710899,Normal
2022-04-25 09:49:00,-8.096227650123783,112.9739990713008,151.4004204397576,253,Barat,8.95336162277878,Normal
2022-04-25 12:22:00,-7.962096786604308,112.9183241469402,270.8427745328073,68,Timur,7.859909402326609,Normal
2022-04-26 11:56:00,-8.118144717200998,114.0232388667311,59.1408264696187,110,Timur,6.73500306278923,Normal
2022-04-27 00:54:00,-8.06741002562602,114.2216547535113,28.274333882308138,98,Timur,5.383598049416254,Normal
2022-04-28 00:51:00,-7.9580951537756,112.9494507439011,136.1606364854914,182,Selatan,13.61454477051477,Normal
2022-04-28 06:15:00,-7.937998057388834,112.9436015632992,302.8133956646957,182,Selatan,9.758345230079904,Normal
2022-04-28 14:06:00,-7.946263580781884,113.0080169982037,742.4071212276563,271,Barat,8.7010112484401,Normal
2022-04-29 04:38:00,-8.17455471806056,114.0418046157392,65.17880373043921,358,Utara,8.516592972694017,Normal
2022-04-29 05:17:00,-7.946639135797359,112.3276590538272,28.274333882308138,324,Barat Laut,8.73310241677479,Normal
2022-04-29 23:32:00,-8.100235682054766,114.2014493095349,189.52582233716942,40,Timur Laut,8.876121490256219,Normal
2022-04-30 08:31:00,-8.047677569243609,114.2605603339689,267.45329218034277,233,Barat Daya,7.102968836478687,Normal
2022-05-01 13:34:00,-7.877878372092454,113.0102125479923,89.6346118587117,211,Barat Daya,11.44737508509848,Normal
2022-05-01 23:11:00,-7.943044104699848,113.0030355524481,33.359129327429905,269,Barat,8.262346303564438,Normal
2022-05-02 01:30:00,-7.895164803657712,112.3121549442162,77.16756417175536,188,Selatan,7.753596080337643,Normal
2022-05-02 18:06:00,-8.111194941786454,114.0275338490628,57.974646086376374,124,Tenggara,7.365980778426557,Normal
2022-05-03 20:06:00,-8.105149038799878,114.0509603406488,120.34042715590861,223,Barat Daya,7.187792331376849,Normal
2022-05-05 02:48:00,-8.093141652593935,112.938357327881,60.914683486542856,224,Barat Daya,6.553490184324094,Normal
2022-05-05 15:21:00,-8.124476437883997,112.9367514717219,30.943391835907217,336,Barat Laut,8.61318963874189,Normal
2022-05-06 23:39:00,-7.913397644711904,112.3240040525849,28.274333882308138,237,Barat Daya,7.302424136326751,Normal
2022-05-07 01:54:00,-8.161964544652097,114.0140996009133,71.81443997996361,34,Timur Laut,8.545432687595865,Normal
2022-05-07 09:53:00,-8.097549819841422,114.1719331925069,392.2596380792733,60,Timur Laut,10.54777433302461,Normal
2022-05-07 15:57:00,-8.093015719807102,112.935943133141,46.570422430746426,221,Barat Daya,6.447071620928861,Normal
2022-05-08 10:42:00,-8.100908163238753,112.8868846261678,29.616859199296535,91,Timur,7.757564994378987,Normal
2022-05-08 17:30:00,-8.129631120404412,114.0422691810547,33.18908806042478,261,Barat,4.897712190607947,Normal
2022-05-09 10:00:00,-7.930190780934433,112.9372623107042,90.38513445227001,117,Tenggara,6.817580019014645,Normal
2022-05-10 18:12:00,-7.927198291889965,113.0185524691767,57.16975639593236,260,Barat,9.887069647733039,Normal
2022-05-11 02:00:00,-8.163932304472615,112.9397571949238,59.02780109703031,333,Barat Laut,9.497852169584684,Normal
2022-05-11 14:08:00,-8.103921857640097,114.1921781225208,224.32062670182796,47,Timur Laut,9.616118681871747,Normal
2022-05-11 16:57:00,-7.938537095024668,112.316518546318,28.274333882308138,325,Barat Laut,7.419016319309033,Normal
2022-05-13 07:06:00,-7.908056559066953,112.3432788917397,291.93413647154017,247,Barat Daya,8.452547764824779,Normal
2022-05-13 20:07:00,-8.133353914426957,114.0530979678287,37.409392592088764,271,Barat,5.760750729252661,Normal
2022-05-13 21:22:00,-8.123750846301029,114.042897413177,28.274333882308138,252,Barat,5.313650798627336,Normal
2022-05-14 23:16:00,-7.993957205394923,112.8784117898904,311.83846690225823,155,Tenggara,13.37266392908754,Normal
2022-05-15 15:03:00,-8.04010396189156,114.2815823053199,59.529701520962384,244,Barat Daya,8.432739245073991,Normal
2022-05-15 23:27:00,-8.118690874539517,114.278090514338,233.733200879525,323,Barat Laut,10.18669103095018,Normal
2022-05-16 16:40:00,-8.06736757813019,114.1068786674719,210.56421704326237,228,Barat Daya,11.14390187605324,Normal
2022-05-16 19:58:00,-8.045163205955348,112.9317205356783,70.9240972213782,187,Selatan,9.789177312450978,Normal
2022-05-16 21:22:00,-8.153712502872278,114.0897949298405,198.48878705275231,300,Barat Laut,9.384797629118001,Normal
2022-05-17 00:53:00,-7.998773808547347,112.915824987962,65.4524238132019,173,Selatan,12.94157757171049,Normal
2022-05-18 01:35:00,-8.053800027724183,114.3031655134336,123.38980198326718,264,Barat,9.93690180491339,Normal
2022-05-19 00:53:00,-7.992686054108103,112.2802679875262,39.469129895481814,19,Utara,10.93312641648816,Normal
2022-05-19 09:55:00,-8.124371712809596,114.007500767746,313.3152788023117,100,Timur,7.325073687790075,Normal
2022-05-20 09:27:00,-8.143731224719742,112.8647926748304,370.8200299267693,61,Timur Laut,10.53805331897792,Normal
2022-05-20 22:42:00,-8.053815142260655,114.2204011774896,89.46391576241636,135,Tenggara,6.271271365612485,Normal
2022-05-21 01:07:00,-7.95660315039263,112.9370471072549,46.20750686514314,180,Selatan,12.73235911959886,Normal
2022-05-21 10:54:00,-8.116114430806826,114.2106104166539,166.90908131752437,28,Timur Laut,9.573268736564936,Normal
2022-05-21 13:53:00,-8.18797183016844,114.0754536113652,28.274333882308138,336,Barat Laut,10.61563343545984,Normal
2022-05-22 03:57:00,-7.919728282432485,112.2646182963541,111.4008155387886,106,Timur,8.1092105353873,Normal
2022-05-23 04:51:00,-7.946909085306584,112.8966281375544,62.31455222464618,88,Timur,9.227814759440147,Normal
